Start Time,Enter,Exit
"	03/18 00:00",0,0
"	03/18 01:00",0,0
"	03/18 02:00",0,0
"	03/18 03:00",0,0
"	03/18 04:00",0,0
"	03/18 05:00",2,0
"	03/18 06:00",4,0
"	03/18 07:00",6,2
"	03/18 08:00",8,0
"	03/18 09:00",14,14
"	03/18 10:00",62,40
"	03/18 11:00",138,74
"	03/18 12:00",270,116
"	03/18 13:00",342,170
"	03/18 14:00",298,152
"	03/18 15:00",97,51
"	03/18 16:00",0,0
"	03/18 17:00",0,0
"	03/18 18:00",0,0
"	03/18 19:00",0,0
"	03/18 20:00",0,0
"	03/18 21:00",0,0
"	03/18 22:00",0,0
"	03/18 23:00",0,0
